"","pilot_area","s_b","day_type","from","occupancy","rate","new_rate","03RD ST 400","03RD ST 300","02ND ST 500","03RD ST 500","BERRY ST 400","KING ST 100","BRYANT ST 500","HAWTHORNE ST 100","SOUTH PARK 100","TOWNSEND ST 0","BERRY ST 300","02ND ST 400","BRYANT ST 300","BRYANT ST 400","RITCH ST 300","SOUTH PARK 0","02ND ST 700","BRANNAN ST 200","TOWNSEND ST 200","BRANNAN ST 500","05TH ST 600","BRANNAN ST 300","BRANNAN ST 400","FOLSOM ST 600","03RD ST 700","MAIN ST 300","01ST ST 300","HARRISON ST 100","03RD ST 600","TOWNSEND ST 100","02ND ST 300","02ND ST 600","BERRY ST 200","HARRISON ST 500","SPEAR ST 300","BERRY ST 100","HARRISON ST 0","FOLSOM ST 500","FOLSOM ST 0","KING ST 200","TOWNSEND ST 300","04TH ST 500","04TH ST 600","SPEAR ST 400"
"2469","South Embarcadero","BERRY ST 200","Weekday","9:00 AM",91,"2.5","2.75","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2470","South Embarcadero","BERRY ST 200","Weekday","12:00 PM",90,"2.5","2.75","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2471","South Embarcadero","BERRY ST 200","Weekday","3:00 PM",89,"2.5","2.75","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2472","South Embarcadero","BERRY ST 200","Weekend","9:00 AM",90,"2.5","2.75","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2473","South Embarcadero","BERRY ST 200","Weekend","12:00 PM",89,"2.5","2.75","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2474","South Embarcadero","BERRY ST 200","Weekend","3:00 PM",92,"2.5","2.75","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2475","South Embarcadero","BERRY ST 300","Weekday","9:00 AM",52,"1.5","1.25","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2476","South Embarcadero","BERRY ST 300","Weekday","12:00 PM",57,"1.75","1.5","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2477","South Embarcadero","BERRY ST 300","Weekday","3:00 PM",58,"1.5","1.25","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2478","South Embarcadero","BERRY ST 300","Weekend","9:00 AM",72,"2.25","2.25","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2479","South Embarcadero","BERRY ST 300","Weekend","12:00 PM",69,"2.25","2.25","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2480","South Embarcadero","BERRY ST 300","Weekend","3:00 PM",92,"2.5","2.75","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2481","South Embarcadero","BERRY ST 400","Weekday","9:00 AM",39,"1.5","1.25","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2482","South Embarcadero","BERRY ST 400","Weekday","12:00 PM",43,"1.5","1.25","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2483","South Embarcadero","BERRY ST 400","Weekday","3:00 PM",45,"1.5","1.25","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2484","South Embarcadero","BERRY ST 400","Weekend","9:00 AM",56,"1.5","1.25","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2485","South Embarcadero","BERRY ST 400","Weekend","12:00 PM",63,"2","2","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2486","South Embarcadero","BERRY ST 400","Weekend","3:00 PM",77,"2.25","2.25","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2487","South Embarcadero","BRANNAN ST 200","Weekday","9:00 AM",37,"2.25","2","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2488","South Embarcadero","BRANNAN ST 200","Weekday","12:00 PM",58,"2.25","2","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2489","South Embarcadero","BRANNAN ST 200","Weekday","3:00 PM",56,"2.25","2","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2490","South Embarcadero","BRANNAN ST 200","Weekend","9:00 AM",7,"1.25","0.75","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2491","South Embarcadero","BRANNAN ST 200","Weekend","12:00 PM",25,"2.25","1.75","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2492","South Embarcadero","BRANNAN ST 200","Weekend","3:00 PM",24,"2.75","2.25","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2493","South Embarcadero","BRANNAN ST 300","Weekday","9:00 AM",56,"2.25","2","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2494","South Embarcadero","BRANNAN ST 300","Weekday","12:00 PM",67,"3.5","3.5","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2495","South Embarcadero","BRANNAN ST 300","Weekday","3:00 PM",62,"3","3","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2496","South Embarcadero","BRANNAN ST 300","Weekend","9:00 AM",19,"1","0.5","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2497","South Embarcadero","BRANNAN ST 300","Weekend","12:00 PM",23,"2","1.5","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2498","South Embarcadero","BRANNAN ST 300","Weekend","3:00 PM",17,"2.75","2.25","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2499","South Embarcadero","BRANNAN ST 400","Weekday","9:00 AM",54,"2.25","2","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2500","South Embarcadero","BRANNAN ST 400","Weekday","12:00 PM",69,"3.5","3.5","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2501","South Embarcadero","BRANNAN ST 400","Weekday","3:00 PM",68,"3.5","3.5","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2502","South Embarcadero","BRANNAN ST 400","Weekend","9:00 AM",38,"2.25","2","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2503","South Embarcadero","BRANNAN ST 400","Weekend","12:00 PM",27,"2.25","1.75","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2504","South Embarcadero","BRANNAN ST 400","Weekend","3:00 PM",31,"3","2.75","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2505","South Embarcadero","BRANNAN ST 500","Weekday","9:00 AM",33,"1.25","1","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2506","South Embarcadero","BRANNAN ST 500","Weekday","12:00 PM",47,"2","1.75","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2507","South Embarcadero","BRANNAN ST 500","Weekday","3:00 PM",46,"1.75","1.5","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2508","South Embarcadero","BRANNAN ST 500","Weekend","9:00 AM",23,"0.5","0.25","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2509","South Embarcadero","BRANNAN ST 500","Weekend","12:00 PM",24,"1","0.5","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2510","South Embarcadero","BRANNAN ST 500","Weekend","3:00 PM",22,"1.5","1","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2511","South Embarcadero","BRYANT ST 300","Weekday","9:00 AM",45,"2.25","2","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2512","South Embarcadero","BRYANT ST 300","Weekday","12:00 PM",47,"2.25","2","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2513","South Embarcadero","BRYANT ST 300","Weekday","3:00 PM",51,"2.25","2","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2514","South Embarcadero","BRYANT ST 300","Weekend","9:00 AM",12,"1","0.5","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2515","South Embarcadero","BRYANT ST 300","Weekend","12:00 PM",13,"1","0.5","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2516","South Embarcadero","BRYANT ST 300","Weekend","3:00 PM",7,"1","0.5","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2517","South Embarcadero","BRYANT ST 400","Weekday","9:00 AM",53,"2.25","2","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2518","South Embarcadero","BRYANT ST 400","Weekday","12:00 PM",61,"2.5","2.5","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2519","South Embarcadero","BRYANT ST 400","Weekday","3:00 PM",54,"2.25","2","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2520","South Embarcadero","BRYANT ST 400","Weekend","9:00 AM",23,"1","0.5","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2521","South Embarcadero","BRYANT ST 400","Weekend","12:00 PM",28,"1","0.5","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2522","South Embarcadero","BRYANT ST 400","Weekend","3:00 PM",22,"1.75","1.25","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2523","South Embarcadero","BRYANT ST 500","Weekday","9:00 AM",57,"2.25","2","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
"2524","South Embarcadero","BRYANT ST 500","Weekday","12:00 PM",66,"2.5","2.5","1.75","2.25","3.5","2.25","1.5","4.5","2.5","3.75","3.75","3.75","1.75","3","2.25","2.5","3.25","3.25","4","2.25","3.5","2","2.5","3.5","3.5","3.75","3.75","2.25","3.5","3.25","3.5","4.5","4.25","3.5","2.5","2.25","4.75","2.5","4","3.5","4.5","0","3","0","2.5","4"
"2525","South Embarcadero","BRYANT ST 500","Weekday","3:00 PM",64,"2.25","2.25","1","2.5","3.25","2.25","1.5","4","2.25","3.5","3.25","3.5","1.5","3","2.25","2.25","3","3.25","2.75","2.25","3.5","1.75","2.25","3","3.5","3.75","3","3","3","2.75","3","3.75","3.5","3.25","2.5","1.75","4.5","2.5","3.75","3.5","3.75","0","3","0","2.75","4"
"2526","South Embarcadero","BRYANT ST 500","Weekend","9:00 AM",18,"1.5","1","1","0","1.5","1","1.5","2.25","1.5","2","3","3","2.25","0","1","1","3","2.5","2.25","1.25","2.75","0.5","2","1","2.25","1.5","2","1.5","2.5","1.25","1.25","2.75","0","1.5","2.5","1.25","0","2.5","2","2","2.5","0","0","0","1.75","2.5"
"2527","South Embarcadero","BRYANT ST 500","Weekend","12:00 PM",25,"1.75","1.25","1.5","2.25","3.75","1.5","2","4.25","1.75","2.5","3","3.25","2.25","1","1","1","3.25","3.5","3.5","2.25","3.5","1","2.25","2","2.25","2.5","3.25","1.75","2.5","2.5","1.75","3.75","2.25","2.5","2.5","1.25","3.25","2.5","3.5","2","3","0","3","0","2.25","3"
"2528","South Embarcadero","BRYANT ST 500","Weekend","3:00 PM",27,"2","1.5","1.5","2.5","4","1.75","2.25","3.75","2","2.5","2.75","3.75","2.5","1.75","1","1.75","3.25","3.25","3.75","2.75","4.5","1.5","2","2.75","3","2.25","3.5","2.25","3.25","2.5","2.5","4","2.25","2.5","2.5","2.25","3.25","2.5","3.25","2","2.5","0","3","0","3","3.5"
"2529","South Embarcadero","FOLSOM ST 0","Weekday","9:00 AM",66,"3.75","3.75","1","0","2.25","2.25","1.5","3.25","2.25","4","3","2.5","1.5","0","2.25","2.25","3","3","3","2.25","3.25","1.25","2.5","2.25","2.25","3.75","3.25","2.25","3.5","2.5","2.75","3.5","0","2.75","2.5","2.25","0","2.5","3","4.25","3.75","0","0","0","2.5","3.5"
